"sex","age_cat","race","priors_count","c_charge_degree","length_of_stay","two_year_recid"
"Male","25 - 45","African-American",6,"F",1,"1"
"Male","25 - 45","African-American",6,"M",2,"0"
"Female","< 25","Caucasian",1,"F",1,"0"
"Male","25 - 45","African-American",0,"F",0,"0"
"Male","25 - 45","African-American",4,"F",1,"0"
"Male","< 25","African-American",3,"M",0,"1"
"Male","> 45","African-American",4,"F",2,"0"
"Female","> 45","African-American",18,"F",54,"1"
"Female","25 - 45","African-American",13,"F",33,"1"
"Male","< 25","African-American",1,"F",1,"1"
"Male","25 - 45","Caucasian",10,"F",1,"1"
"Male","25 - 45","Caucasian",10,"M",1,"1"
"Male","> 45","Caucasian",0,"F",1,"0"
"Male","> 45","Caucasian",1,"M",1,"0"
"Male","25 - 45","African-American",14,"M",6,"1"
"Male","> 45","Caucasian",1,"F",56,"0"
"Male","> 45","Caucasian",3,"M",12,"0"
"Male","25 - 45","African-American",2,"F",2,"0"
"Male","< 25","African-American",0,"F",2,"1"
"Female","25 - 45","African-American",1,"M",1,"1"
"Male","25 - 45","Caucasian",9,"F",2,"1"
"Male","25 - 45","African-American",2,"F",1,"0"
"Female","25 - 45","Caucasian",1,"M",1,"1"
"Male","< 25","African-American",0,"F",1,"1"
"Female","< 25","African-American",0,"F",1,"0"
"Male","> 45","Caucasian",0,"F",68,"1"
"Male","25 - 45","African-American",4,"F",170,"1"
"Male","25 - 45","African-American",7,"F",1,"0"
"Male","25 - 45","Caucasian",5,"F",0,"1"
"Male","< 25","African-American",0,"M",1,"0"
"Male","25 - 45","African-American",15,"F",94,"1"
"Male","> 45","Caucasian",5,"M",5,"0"
"Male","> 45","Caucasian",2,"M",57,"0"
"Male","> 45","African-American",21,"F",449,"1"
"Male","> 45","Caucasian",8,"F",290,"1"
"Female","25 - 45","Caucasian",3,"F",0,"1"
"Male","25 - 45","African-American",1,"M",1,"0"
"Male","< 25","African-American",0,"F",2,"0"
"Male","25 - 45","Caucasian",0,"F",1,"0"
"Male","< 25","African-American",0,"F",1,"1"
"Male","25 - 45","African-American",7,"F",35,"1"
"Male","25 - 45","African-American",18,"F",0,"1"
"Male","25 - 45","Caucasian",16,"F",35,"1"
"Male","< 25","African-American",0,"F",1,"1"
"Male","25 - 45","African-American",2,"F",1,"0"
"Male","25 - 45","Caucasian",5,"F",3,"1"
"Male","25 - 45","Caucasian",0,"F",1,"1"
"Male","25 - 45","Caucasian",0,"M",2,"0"
"Male","25 - 45","African-American",8,"F",7,"1"
"Male","25 - 45","African-American",7,"F",18,"0"
"Male","25 - 45","African-American",3,"F",27,"1"
"Male","25 - 45","Caucasian",4,"F",56,"0"
"Female","< 25","African-American",0,"F",1,"0"
"Male","25 - 45","Caucasian",0,"F",4,"0"
"Male","25 - 45","African-American",0,"F",1,"0"
"Female","< 25","African-American",0,"M",1,"0"
"Female","25 - 45","Caucasian",2,"F",1,"1"
"Male","25 - 45","African-American",0,"F",0,"0"
"Female","25 - 45","Caucasian",1,"F",0,"1"
"Male","> 45","African-American",16,"M",12,"1"
"Male","> 45","Caucasian",0,"F",1,"0"
"Female","25 - 45","Caucasian",7,"F",7,"1"
"Male","25 - 45","African-American",18,"M",1,"1"
"Male","25 - 45","African-American",0,"F",33,"1"
"Male","< 25","African-American",1,"F",1,"0"
"Male","25 - 45","African-American",7,"F",1,"0"
"Female","25 - 45","Caucasian",12,"F",3,"1"
"Male","25 - 45","Caucasian",6,"F",1,"0"
"Male","25 - 45","African-American",4,"F",6,"0"
"Male","25 - 45","Caucasian",3,"M",0,"1"
"Male","25 - 45","Caucasian",1,"M",31,"0"
"Male","25 - 45","African-American",3,"M",81,"0"
"Male","25 - 45","African-American",1,"F",0,"0"
"Male","> 45","Caucasian",2,"F",8,"0"
"Male","25 - 45","Caucasian",1,"F",1,"0"
"Male","< 25","African-American",0,"F",4,"0"
"Male","< 25","African-American",0,"F",2,"0"
"Male","25 - 45","African-American",6,"M",5,"1"
"Male","25 - 45","African-American",0,"F",1,"0"
"Male","25 - 45","African-American",4,"F",2,"1"
"Male","< 25","African-American",2,"F",1,"1"
"Male","25 - 45","African-American",7,"F",1,"1"
"Female","25 - 45","Caucasian",0,"M",2,"1"
"Female","25 - 45","Caucasian",5,"F",5,"0"
"Male","> 45","Caucasian",2,"M",32,"0"
"Male","25 - 45","African-American",2,"F",1,"0"
"Male","25 - 45","Caucasian",15,"F",1,"0"
"Male","> 45","African-American",4,"F",1,"1"
"Female","25 - 45","African-American",4,"F",1,"0"
"Male","< 25","Caucasian",0,"M",1,"1"
"Female","> 45","African-American",7,"F",1,"1"
"Male","25 - 45","Caucasian",3,"F",242,"0"
"Male","25 - 45","African-American",8,"M",1,"0"
"Male","25 - 45","African-American",7,"F",3,"1"
"Female","25 - 45","Caucasian",0,"M",4,"0"
"Male","< 25","Caucasian",0,"F",1,"1"
"Male","< 25","African-American",0,"F",50,"1"
"Male","25 - 45","African-American",14,"F",2,"1"
"Male","25 - 45","African-American",1,"M",1,"0"
"Male","25 - 45","Caucasian",5,"F",6,"1"
"Male","< 25","African-American",2,"M",2,"1"
"Male","25 - 45","African-American",0,"M",1,"0"
"Male","< 25","Caucasian",0,"F",2,"0"
"Male","25 - 45","African-American",29,"F",20,"1"
"Female","> 45","Caucasian",1,"M",31,"1"
"Female","25 - 45","African-American",1,"F",1,"0"
"Male","< 25","African-American",0,"M",1,"1"
"Male","< 25","African-American",1,"F",1,"1"
"Male","25 - 45","African-American",6,"F",1,"1"
"Male","25 - 45","African-American",4,"M",1,"0"
"Female","25 - 45","African-American",0,"M",6,"0"
"Female","> 45","Caucasian",7,"M",8,"1"
"Male","25 - 45","African-American",1,"F",99,"0"
"Male","25 - 45","African-American",1,"F",84,"0"
"Male","25 - 45","African-American",0,"F",1,"0"
"Female","25 - 45","Caucasian",10,"F",6,"1"
"Male","> 45","African-American",0,"F",1,"1"
"Male","< 25","African-American",5,"F",0,"0"
"Male","< 25","African-American",1,"F",1,"1"
"Male","25 - 45","Caucasian",0,"M",1,"1"
"Male","< 25","Caucasian",1,"F",1,"0"
"Male","25 - 45","African-American",22,"M",1,"1"
"Female","> 45","Caucasian",1,"F",30,"0"
"Male","25 - 45","African-American",17,"F",15,"1"
"Male","25 - 45","African-American",0,"F",1,"1"
"Male","> 45","African-American",8,"F",2,"1"
"Male","25 - 45","African-American",10,"F",82,"1"
"Male","> 45","Caucasian",2,"M",28,"0"
"Male","25 - 45","African-American",13,"F",475,"1"
"Male","< 25","African-American",4,"F",1,"1"
"Male","> 45","Caucasian",2,"F",4,"1"
"Male","> 45","Caucasian",0,"F",2,"1"
"Male","25 - 45","African-American",2,"M",2,"0"
"Female","25 - 45","Caucasian",0,"M",1,"0"
"Male","25 - 45","African-American",1,"M",2,"0"
"Male","< 25","African-American",0,"M",1,"1"
"Female","> 45","Caucasian",2,"M",0,"0"
"Male","< 25","Caucasian",5,"F",6,"1"
"Male","> 45","African-American",1,"M",1,"0"
"Male","25 - 45","African-American",3,"M",77,"0"
"Male","25 - 45","African-American",8,"M",1,"1"
"Male","> 45","African-American",2,"M",11,"0"
"Male","25 - 45","Caucasian",0,"F",1,"0"
"Male","25 - 45","Caucasian",5,"F",37,"1"
"Male","> 45","Caucasian",11,"F",90,"0"
"Male","25 - 45","African-American",2,"M",10,"1"
"Male","25 - 45","African-American",2,"F",28,"0"
"Male","< 25","African-American",4,"F",1,"1"
"Male","> 45","African-American",9,"F",1,"1"
"Male","< 25","Caucasian",5,"F",37,"1"
"Female","< 25","African-American",0,"F",1,"0"
"Male","25 - 45","African-American",6,"F",1,"0"
"Male","< 25","African-American",0,"F",1,"1"
"Male","25 - 45","African-American",1,"M",64,"0"
"Male","25 - 45","African-American",2,"F",1,"0"
"Male","> 45","Caucasian",3,"M",0,"0"
"Male","25 - 45","African-American",7,"F",2,"1"
"Male","< 25","African-American",6,"F",46,"1"
"Male","25 - 45","Caucasian",2,"M",0,"0"
"Male","25 - 45","Caucasian",4,"F",1,"0"
"Male","25 - 45","African-American",3,"F",2,"0"
"Male","25 - 45","Caucasian",0,"F",1,"0"
"Male","25 - 45","African-American",1,"F",1,"0"
"Male","25 - 45","African-American",1,"F",4,"1"
"Male","< 25","African-American",0,"F",2,"0"
"Male","25 - 45","Caucasian",11,"F",49,"1"
"Male","25 - 45","African-American",0,"M",1,"0"
"Male","25 - 45","African-American",14,"F",64,"1"
"Male","< 25","Caucasian",2,"F",78,"1"
"Male","25 - 45","African-American",0,"F",1,"0"
"Male","> 45","African-American",0,"F",1,"0"
"Male","25 - 45","African-American",6,"F",1,"1"
"Male","25 - 45","African-American",9,"F",1,"1"
"Female","< 25","African-American",2,"F",12,"0"
"Male","> 45","Caucasian",1,"M",3,"0"
"Male","> 45","Caucasian",4,"F",119,"0"
"Female","25 - 45","African-American",0,"M",1,"0"
"Female","< 25","Caucasian",0,"M",1,"0"
"Female","25 - 45","African-American",5,"F",1,"0"
"Male","25 - 45","Caucasian",3,"F",8,"1"
"Male","25 - 45","African-American",6,"M",1,"1"
"Male","25 - 45","African-American",1,"F",1,"0"
"Male","> 45","Caucasian",1,"F",1,"1"
"Female","< 25","African-American",1,"M",31,"0"
"Male","25 - 45","Caucasian",0,"F",5,"1"
"Male","> 45","African-American",5,"M",2,"0"
"Male","> 45","Caucasian",1,"M",1,"0"
"Male","25 - 45","African-American",7,"F",1,"1"
"Male","25 - 45","African-American",16,"F",191,"1"
"Female","25 - 45","Caucasian",0,"M",2,"0"
"Female","25 - 45","Caucasian",2,"M",117,"0"
"Female","25 - 45","African-American",1,"F",2,"0"
"Male","25 - 45","Caucasian",0,"M",1,"0"
"Male","25 - 45","African-American",0,"M",0,"0"
"Male","25 - 45","Caucasian",5,"F",1,"0"
"Male","25 - 45","African-American",0,"F",1,"0"
"Male","25 - 45","African-American",2,"F",4,"0"
"Male","25 - 45","African-American",12,"F",3,"1"
"Male","25 - 45","Caucasian",2,"F",0,"0"
"Male","25 - 45","African-American",0,"F",4,"0"
"Male","25 - 45","African-American",19,"F",220,"0"
"Female","< 25","Caucasian",1,"M",65,"0"
"Female","25 - 45","Caucasian",0,"F",0,"0"
"Male","25 - 45","Caucasian",0,"F",0,"0"
"Male","> 45","Caucasian",0,"F",3,"0"
"Male","25 - 45","Caucasian",4,"F",170,"0"
"Male","25 - 45","African-American",17,"F",2,"1"
"Male","25 - 45","African-American",4,"F",26,"1"
"Male","25 - 45","Caucasian",12,"M",39,"1"
"Female","> 45","Caucasian",0,"F",1,"0"
"Female","< 25","African-American",4,"F",2,"1"
"Male","25 - 45","Caucasian",2,"F",1,"1"
"Female","25 - 45","African-American",1,"M",16,"0"
"Female","25 - 45","Caucasian",1,"F",26,"0"
"Female","< 25","African-American",0,"M",1,"1"
"Male","25 - 45","African-American",0,"M",1,"0"
"Female","25 - 45","African-American",0,"M",1,"0"
"Male","> 45","Caucasian",4,"F",1,"1"
"Male","25 - 45","African-American",7,"F",2,"1"
"Female","< 25","Caucasian",0,"M",0,"0"
"Male","25 - 45","Caucasian",12,"F",13,"0"
"Male","25 - 45","Caucasian",0,"F",3,"1"
"Male","25 - 45","African-American",2,"M",1,"0"
"Male","25 - 45","African-American",1,"F",1,"0"
"Male","25 - 45","African-American",0,"M",0,"0"
"Female","25 - 45","African-American",8,"F",3,"0"
"Female","25 - 45","Caucasian",0,"F",3,"1"
"Female","25 - 45","Caucasian",0,"M",1,"1"
"Male","25 - 45","African-American",8,"M",1,"1"
"Male","< 25","African-American",2,"F",178,"1"
"Female","25 - 45","Caucasian",1,"M",1,"0"
"Male","25 - 45","Caucasian",3,"F",39,"0"
"Male","25 - 45","Caucasian",5,"F",1,"1"
"Male","> 45","Caucasian",1,"F",1,"1"
"Male","25 - 45","Caucasian",1,"F",1,"0"
"Male","25 - 45","Caucasian",3,"F",121,"0"
"Male","< 25","African-American",8,"F",244,"1"
"Male","< 25","Caucasian",1,"F",1,"0"
"Male","> 45","Caucasian",13,"M",66,"1"
"Female","25 - 45","African-American",4,"F",1,"0"
"Female","25 - 45","African-American",6,"F",12,"1"
"Male","25 - 45","Caucasian",4,"M",1,"1"
"Male","25 - 45","Caucasian",1,"F",1,"0"
"Male","25 - 45","African-American",2,"F",132,"0"
"Male","25 - 45","African-American",8,"M",26,"1"
"Male","< 25","African-American",1,"F",22,"0"
"Male","25 - 45","African-American",23,"M",32,"1"
"Male","25 - 45","Caucasian",3,"M",1,"0"
"Male","25 - 45","African-American",7,"F",58,"0"
"Male","25 - 45","Caucasian",7,"F",43,"1"
"Male","< 25","Caucasian",1,"F",11,"0"
"Female","> 45","Caucasian",0,"M",0,"0"
"Male","25 - 45","Caucasian",5,"M",1,"1"
"Male","> 45","African-American",11,"F",320,"1"
"Male","25 - 45","African-American",1,"M",2,"0"
"Female","25 - 45","Caucasian",3,"F",2,"1"
"Male","< 25","Caucasian",2,"M",0,"0"
"Female","25 - 45","Caucasian",0,"M",0,"0"
"Female","25 - 45","Caucasian",0,"F",2,"1"
"Female","25 - 45","Caucasian",1,"F",0,"0"
"Male","25 - 45","African-American",0,"F",45,"0"
"Male","< 25","African-American",2,"F",8,"1"
"Female","25 - 45","Caucasian",9,"M",1,"1"
"Female","25 - 45","African-American",5,"M",2,"0"
"Female","> 45","African-American",3,"F",0,"0"
"Male","25 - 45","African-American",0,"F",90,"1"
"Female","25 - 45","African-American",0,"M",1,"0"
"Male","25 - 45","Caucasian",0,"F",1,"0"
"Male","25 - 45","African-American",2,"M",1,"0"
"Male","< 25","African-American",2,"M",24,"1"
"Male","< 25","African-American",10,"F",0,"1"
"Male","> 45","Caucasian",1,"F",9,"0"
"Male","< 25","African-American",1,"F",1,"1"
"Male","< 25","African-American",2,"F",1,"1"
"Male","25 - 45","African-American",11,"F",57,"1"
"Male","25 - 45","African-American",3,"M",1,"0"
"Female","25 - 45","Caucasian",0,"M",1,"0"
"Male","25 - 45","African-American",0,"F",1,"1"
"Male","> 45","Caucasian",1,"F",11,"0"
"Male","25 - 45","African-American",9,"M",15,"1"
"Female","25 - 45","African-American",3,"F",1,"1"
"Male","< 25","African-American",1,"F",1,"0"
"Female","< 25","African-American",3,"M",1,"1"
"Male","25 - 45","African-American",4,"F",11,"0"
"Male","> 45","Caucasian",12,"F",3,"1"
"Male","25 - 45","Caucasian",0,"M",2,"0"
"Male","< 25","African-American",2,"F",1,"0"
"Female","25 - 45","African-American",0,"F",1,"1"
"Male","25 - 45","African-American",0,"M",2,"0"
"Female","> 45","Caucasian",0,"F",1,"0"
"Male","< 25","Caucasian",6,"F",7,"0"
"Male","> 45","African-American",0,"M",1,"0"
"Male","< 25","African-American",0,"F",0,"1"
"Male","25 - 45","African-American",16,"F",33,"1"
"Male","25 - 45","African-American",7,"F",2,"0"
"Female","> 45","Caucasian",3,"F",1,"0"
"Male","< 25","African-American",0,"F",1,"0"
"Male","25 - 45","African-American",0,"F",4,"1"
"Male","< 25","African-American",2,"M",55,"1"
"Male","25 - 45","Caucasian",0,"M",1,"0"
"Male","< 25","African-American",1,"F",0,"1"
"Male","25 - 45","Caucasian",1,"F",0,"0"
"Male","25 - 45","African-American",0,"F",2,"0"
"Male","> 45","Caucasian",17,"F",23,"1"
"Male","25 - 45","African-American",0,"M",2,"0"
"Male","25 - 45","African-American",0,"F",2,"0"
"Female","25 - 45","African-American",5,"F",26,"1"
"Male","> 45","Caucasian",0,"M",1,"0"
"Male","< 25","Caucasian",1,"F",13,"1"
"Male","25 - 45","African-American",5,"M",6,"0"
"Male","> 45","Caucasian",0,"M",0,"0"
"Male","25 - 45","African-American",0,"F",9,"1"
"Male","< 25","African-American",2,"F",16,"1"
"Female","25 - 45","Caucasian",1,"F",1,"1"
"Female","25 - 45","African-American",7,"F",2,"1"
"Male","25 - 45","Caucasian",1,"M",1,"1"
"Male","> 45","Caucasian",0,"F",1,"0"
"Male","25 - 45","African-American",1,"F",1,"1"
"Male","25 - 45","African-American",0,"F",3,"0"
"Male","< 25","African-American",2,"M",0,"1"
"Male","25 - 45","African-American",13,"M",0,"1"
"Male","25 - 45","Caucasian",4,"F",33,"1"
"Male","< 25","African-American",10,"M",1,"0"
"Male","25 - 45","African-American",0,"M",1,"0"
"Female","> 45","African-American",0,"M",10,"0"
"Female","25 - 45","African-American",1,"M",1,"0"
"Male","< 25","Caucasian",1,"F",19,"1"
"Male","< 25","Caucasian",3,"M",0,"1"
"Female","> 45","African-American",4,"F",60,"0"
"Male","25 - 45","African-American",0,"F",4,"0"
"Male","< 25","African-American",0,"F",1,"0"
"Female","25 - 45","African-American",3,"M",2,"0"
"Male","> 45","Caucasian",0,"M",1,"0"
"Male","< 25","African-American",1,"M",1,"1"
"Male","25 - 45","African-American",2,"F",47,"1"
"Male","25 - 45","Caucasian",0,"M",1,"0"
"Male","25 - 45","African-American",17,"M",1,"1"
"Male","< 25","African-American",1,"F",5,"1"
"Male","> 45","Caucasian",0,"M",3,"1"
"Male","25 - 45","African-American",2,"F",1,"0"
"Female","25 - 45","African-American",1,"M",16,"1"
"Female","25 - 45","Caucasian",1,"M",8,"0"
"Male","< 25","African-American",2,"F",1,"0"
"Female","25 - 45","Caucasian",0,"F",1,"0"
"Male","< 25","Caucasian",2,"M",0,"1"
"Female","> 45","Caucasian",0,"M",1,"0"
"Male","< 25","African-American",1,"F",2,"0"
"Male","< 25","African-American",1,"M",1,"1"
"Male","25 - 45","African-American",15,"F",187,"1"
"Male","25 - 45","Caucasian",9,"F",49,"1"
"Male","> 45","Caucasian",7,"F",0,"0"
"Male","< 25","African-American",1,"F",2,"0"
"Male","> 45","African-American",1,"F",9,"0"
"Female","25 - 45","Caucasian",0,"F",1,"1"
"Male","< 25","African-American",0,"F",7,"1"
"Male","25 - 45","African-American",6,"F",52,"0"
"Male","< 25","African-American",0,"F",1,"0"
"Female","25 - 45","Caucasian",1,"M",1,"0"
"Male","25 - 45","African-American",1,"F",14,"0"
"Male","> 45","Caucasian",1,"M",1,"0"
"Male","> 45","Caucasian",1,"F",1,"0"
"Male","25 - 45","African-American",5,"M",1,"0"
"Male","25 - 45","Caucasian",4,"M",1,"1"
"Male","25 - 45","African-American",5,"F",1,"1"
"Male","> 45","Caucasian",1,"M",4,"0"
"Male","25 - 45","African-American",2,"M",2,"0"
"Male","25 - 45","African-American",21,"F",35,"1"
"Male","25 - 45","African-American",0,"M",3,"0"
"Male","25 - 45","African-American",3,"M",1,"1"
"Female","25 - 45","African-American",1,"F",1,"0"
"Male","< 25","African-American",0,"F",9,"0"
"Male","25 - 45","African-American",3,"F",1,"0"
"Male","25 - 45","Caucasian",0,"M",0,"0"
"Male","> 45","Caucasian",0,"F",1,"0"
"Male","25 - 45","Caucasian",5,"F",1,"1"
"Male","< 25","African-American",1,"F",0,"1"
"Male","> 45","Caucasian",0,"F",79,"0"
"Male","25 - 45","Caucasian",1,"M",1,"0"
"Male","25 - 45","African-American",0,"M",1,"0"
"Male","25 - 45","African-American",6,"M",2,"1"
"Male","> 45","African-American",9,"F",2,"1"
"Male","< 25","Caucasian",8,"F",1,"1"
"Male","25 - 45","Caucasian",2,"M",2,"0"
"Male","< 25","African-American",3,"F",0,"1"
"Female","25 - 45","Caucasian",0,"M",3,"0"
"Male","25 - 45","African-American",7,"F",0,"1"
"Male","25 - 45","Caucasian",10,"M",7,"1"
"Male","> 45","Caucasian",5,"F",5,"0"
"Male","25 - 45","African-American",4,"M",75,"1"
"Male","25 - 45","African-American",1,"F",0,"0"
"Female","25 - 45","African-American",1,"M",2,"1"
"Male","< 25","Caucasian",10,"F",70,"0"
"Male","25 - 45","Caucasian",2,"F",5,"1"
"Male","> 45","African-American",22,"F",1,"1"
"Male","25 - 45","Caucasian",2,"F",1,"0"
"Male","25 - 45","African-American",12,"F",12,"1"
"Male","> 45","Caucasian",2,"M",1,"1"
"Male","25 - 45","Caucasian",2,"M",12,"0"
"Male","> 45","Caucasian",1,"F",5,"1"
"Male","< 25","African-American",1,"F",36,"0"
"Male","< 25","African-American",3,"F",35,"1"
"Male","25 - 45","African-American",5,"F",37,"0"
"Male","< 25","African-American",6,"F",1,"1"
"Male","< 25","African-American",1,"M",1,"1"
"Female","25 - 45","Caucasian",2,"F",1,"1"
"Male","25 - 45","Caucasian",8,"F",20,"0"
"Male","> 45","African-American",3,"F",1,"1"
"Male","< 25","African-American",1,"F",1,"1"
"Male","25 - 45","Caucasian",11,"F",1,"1"
"Male","> 45","Caucasian",7,"F",186,"1"
"Male","25 - 45","African-American",11,"F",1,"1"
"Male","< 25","African-American",1,"F",3,"0"
"Male","25 - 45","Caucasian",1,"F",1,"0"
"Male","> 45","Caucasian",1,"M",2,"1"
"Male","25 - 45","African-American",2,"M",18,"0"
"Male","25 - 45","Caucasian",9,"F",50,"1"
"Male","25 - 45","African-American",2,"F",33,"0"
"Male","25 - 45","African-American",13,"F",134,"1"
"Female","> 45","Caucasian",7,"F",146,"0"
"Female","25 - 45","Caucasian",0,"F",1,"0"
"Male","25 - 45","African-American",5,"F",3,"0"
"Male","< 25","Caucasian",0,"F",1,"0"
"Male","25 - 45","African-American",0,"F",15,"1"
"Male","< 25","African-American",1,"M",1,"1"
"Female","< 25","African-American",0,"M",1,"0"
"Male","25 - 45","Caucasian",0,"F",2,"0"
"Male","< 25","Caucasian",2,"F",0,"1"
"Male","< 25","Caucasian",1,"F",40,"1"
"Male","< 25","Caucasian",5,"F",19,"1"
"Male","25 - 45","African-American",22,"F",2,"1"
"Male","> 45","Caucasian",2,"F",9,"1"
"Male","25 - 45","African-American",5,"M",2,"0"
"Male","25 - 45","African-American",12,"M",40,"1"
"Male","25 - 45","African-American",0,"F",1,"0"
"Male","< 25","African-American",0,"F",1,"0"
"Male","25 - 45","African-American",0,"F",0,"0"
"Male","> 45","Caucasian",1,"F",1,"0"
"Male","< 25","African-American",0,"F",1,"0"
"Male","< 25","Caucasian",1,"F",0,"0"
"Female","< 25","Caucasian",0,"F",2,"1"
"Male","25 - 45","Caucasian",1,"F",1,"1"
"Female","25 - 45","African-American",3,"M",5,"1"
"Male","< 25","African-American",3,"F",93,"0"
"Female","25 - 45","African-American",11,"F",6,"1"
"Female","25 - 45","Caucasian",0,"M",1,"0"
"Male","> 45","African-American",13,"F",0,"1"
"Male","25 - 45","African-American",9,"M",2,"0"
"Male","> 45","Caucasian",6,"F",6,"0"
"Male","> 45","African-American",2,"F",33,"1"
"Female","25 - 45","African-American",1,"M",1,"0"
"Male","25 - 45","Caucasian",0,"F",1,"1"
"Male","< 25","African-American",1,"F",1,"1"
"Male","25 - 45","African-American",3,"F",21,"1"
"Male","25 - 45","African-American",1,"M",0,"0"
"Male","25 - 45","African-American",20,"F",27,"1"
"Male","25 - 45","African-American",2,"F",1,"1"
"Male","> 45","Caucasian",6,"F",1,"0"
"Male","< 25","African-American",0,"F",0,"0"
"Male","< 25","Caucasian",0,"M",1,"0"
"Male","> 45","Caucasian",0,"M",2,"0"
"Male","25 - 45","African-American",7,"M",1,"0"
"Male","25 - 45","Caucasian",0,"M",0,"0"
"Male","< 25","Caucasian",3,"F",2,"1"
"Male","25 - 45","Caucasian",0,"F",1,"0"
"Male","25 - 45","African-American",9,"M",1,"1"
"Male","25 - 45","Caucasian",2,"F",1,"1"
"Male","25 - 45","Caucasian",1,"F",1,"0"
"Male","< 25","African-American",0,"M",54,"0"
"Female","< 25","Caucasian",0,"M",1,"0"
"Male","25 - 45","Caucasian",3,"F",1,"0"
"Male","25 - 45","Caucasian",3,"F",1,"1"
"Male","> 45","Caucasian",1,"F",1,"0"
"Female","25 - 45","African-American",0,"F",1,"0"
"Male","< 25","African-American",1,"F",4,"1"
"Male","25 - 45","African-American",1,"F",1,"1"
"Male","25 - 45","Caucasian",2,"F",1,"0"
"Male","25 - 45","Caucasian",0,"F",1,"0"
"Male","25 - 45","Caucasian",3,"F",1,"0"
"Male","< 25","African-American",1,"F",1,"1"
"Male","25 - 45","African-American",2,"M",0,"0"
"Female","> 45","Caucasian",0,"M",2,"0"
"Male","25 - 45","African-American",1,"F",1,"1"
"Male","> 45","African-American",25,"F",1,"0"
"Male","25 - 45","Caucasian",4,"F",1,"0"
"Male","25 - 45","African-American",3,"F",0,"0"
"Male","25 - 45","Caucasian",0,"F",1,"1"
"Male","25 - 45","Caucasian",15,"F",91,"1"
"Male","25 - 45","African-American",0,"F",1,"0"
"Male","> 45","Caucasian",0,"M",1,"0"
"Male","25 - 45","Caucasian",0,"F",37,"1"
"Female","> 45","Caucasian",4,"F",258,"0"
"Male","25 - 45","African-American",3,"F",47,"1"
"Male","25 - 45","African-American",1,"F",1,"0"
"Female","25 - 45","African-American",0,"F",3,"0"
"Female","25 - 45","Caucasian",0,"M",1,"0"
"Male","25 - 45","Caucasian",1,"F",1,"1"
"Female","25 - 45","African-American",0,"M",1,"0"
"Male","25 - 45","African-American",3,"M",3,"0"
"Male","> 45","Caucasian",1,"M",0,"0"
"Female","> 45","Caucasian",1,"F",60,"0"
"Male","< 25","Caucasian",4,"F",1,"1"
"Male","25 - 45","African-American",0,"F",73,"0"
"Male","> 45","Caucasian",0,"M",0,"0"
"Female","25 - 45","African-American",0,"M",1,"0"
"Female","25 - 45","Caucasian",0,"M",1,"0"
"Female","25 - 45","Caucasian",4,"M",1,"0"
"Female","< 25","African-American",0,"F",0,"0"
"Male","25 - 45","Caucasian",5,"F",1,"1"
"Male","25 - 45","Caucasian",0,"F",3,"0"
"Male","> 45","African-American",3,"F",2,"0"
"Male","< 25","African-American",8,"F",50,"1"
"Female","< 25","Caucasian",1,"F",37,"0"
"Male","25 - 45","African-American",4,"F",119,"0"
"Male","25 - 45","African-American",10,"F",1,"1"
"Female","25 - 45","African-American",4,"F",1,"1"
"Male","> 45","African-American",2,"M",1,"0"
"Male","< 25","Caucasian",2,"F",49,"1"
"Male","25 - 45","African-American",0,"M",1,"0"
"Male","< 25","African-American",0,"M",1,"1"
"Male","> 45","African-American",22,"F",71,"1"
"Female","> 45","Caucasian",3,"F",0,"1"
"Male","> 45","Caucasian",5,"F",238,"0"
"Male","25 - 45","African-American",10,"F",1,"1"
"Male","25 - 45","African-American",12,"M",6,"1"
"Male","> 45","African-American",1,"M",63,"0"
"Male","< 25","African-American",1,"F",187,"1"
"Male","< 25","Caucasian",4,"M",2,"1"
"Female","25 - 45","Caucasian",2,"F",0,"1"
"Male","25 - 45","Caucasian",3,"M",1,"1"
"Male","< 25","African-American",1,"F",5,"1"
"Male","< 25","African-American",0,"F",2,"0"
"Male","> 45","African-American",3,"M",29,"1"
"Male","> 45","African-American",8,"F",1,"1"
"Male","25 - 45","African-American",5,"F",1,"0"
"Male","25 - 45","Caucasian",1,"F",2,"0"
"Female","25 - 45","African-American",0,"M",1,"1"
"Male","25 - 45","Caucasian",1,"F",1,"1"
"Male","25 - 45","African-American",8,"M",5,"0"
"Male","> 45","African-American",5,"F",1,"1"
"Female","25 - 45","African-American",0,"M",4,"0"
"Male","< 25","Caucasian",2,"F",1,"0"
"Male","25 - 45","Caucasian",4,"F",1,"0"
"Male","> 45","African-American",21,"F",1,"0"
"Male","< 25","Caucasian",4,"F",1,"0"
"Male","25 - 45","Caucasian",1,"F",36,"1"
"Male","< 25","Caucasian",0,"M",1,"0"
"Male","25 - 45","African-American",6,"M",1,"0"
"Male","25 - 45","African-American",9,"F",1,"1"
"Male","> 45","African-American",15,"M",1,"0"
"Female","25 - 45","African-American",7,"F",95,"1"
"Male","25 - 45","African-American",1,"M",1,"0"
"Male","> 45","African-American",10,"F",10,"1"
"Male","< 25","African-American",2,"F",36,"0"
"Female","25 - 45","African-American",5,"F",1,"1"
"Female","25 - 45","Caucasian",2,"F",1,"1"
"Male","25 - 45","Caucasian",5,"F",1,"0"
"Male","25 - 45","Caucasian",2,"M",1,"0"
